"year","region","cancer","race","rateType","rate"
2015,2,"Ovarian Cancer","Black","mortalityRate",NA
2015,2,"Ovarian Cancer","Hispanic","incidenceRate",NA
2015,2,"Ovarian Cancer","Hispanic","mortalityRate",NA
2015,2,"Ovarian Cancer","White","incidenceRate",NA
2015,2,"Ovarian Cancer","White","mortalityRate",NA
2015,2,"Pancreatic Cancer","All Races","incidenceRate",NA
2015,2,"Pancreatic Cancer","All Races","mortalityRate",NA
2015,2,"Pancreatic Cancer","Native American","incidenceRate",NA
2015,2,"Pancreatic Cancer","Native American","mortalityRate",NA
2015,2,"Pancreatic Cancer","Asian","incidenceRate",NA
2015,2,"Pancreatic Cancer","Asian","mortalityRate",NA
2015,2,"Pancreatic Cancer","Black","incidenceRate",NA
2015,2,"Pancreatic Cancer","Black","mortalityRate",NA
2015,2,"Pancreatic Cancer","Hispanic","incidenceRate",NA
2015,2,"Pancreatic Cancer","Hispanic","mortalityRate",NA
2015,2,"Pancreatic Cancer","White","incidenceRate",NA
2015,2,"Pancreatic Cancer","White","mortalityRate",NA
2015,2,"Stomach Cancer","All Races","incidenceRate",NA
2015,2,"Stomach Cancer","All Races","mortalityRate",NA
2015,2,"Stomach Cancer","Native American","incidenceRate",NA
2015,2,"Stomach Cancer","Native American","mortalityRate",NA
2015,2,"Stomach Cancer","Asian","incidenceRate",NA
2015,2,"Stomach Cancer","Asian","mortalityRate",NA
2015,2,"Stomach Cancer","Black","incidenceRate",NA
2015,2,"Stomach Cancer","Black","mortalityRate",NA
2015,2,"Stomach Cancer","Hispanic","incidenceRate",NA
2015,2,"Stomach Cancer","Hispanic","mortalityRate",NA
2015,2,"Stomach Cancer","White","incidenceRate",NA
2015,2,"Stomach Cancer","White","mortalityRate",NA
2015,2,"Thyroid Cancer","All Races","incidenceRate",NA
2015,2,"Thyroid Cancer","All Races","mortalityRate",NA
2015,2,"Thyroid Cancer","Native American","incidenceRate",NA
2015,2,"Thyroid Cancer","Native American","mortalityRate",NA
2015,2,"Thyroid Cancer","Asian","incidenceRate",NA
2015,2,"Thyroid Cancer","Asian","mortalityRate",NA
2015,2,"Thyroid Cancer","Black","incidenceRate",NA
2015,2,"Thyroid Cancer","Black","mortalityRate",NA
2015,2,"Thyroid Cancer","Hispanic","incidenceRate",NA
2015,2,"Thyroid Cancer","Hispanic","mortalityRate",NA
2015,2,"Thyroid Cancer","White","incidenceRate",NA
2015,2,"Thyroid Cancer","White","mortalityRate",NA
2015,2,"Bladder Cancer","All Races","incidenceRate",NA
2015,2,"Bladder Cancer","All Races","mortalityRate",NA
2015,2,"Bladder Cancer","Native American","incidenceRate",NA
2015,2,"Bladder Cancer","Native American","mortalityRate",NA
2015,2,"Bladder Cancer","Asian","incidenceRate",NA
2015,2,"Bladder Cancer","Asian","mortalityRate",NA
2015,2,"Bladder Cancer","Black","incidenceRate",NA
2015,2,"Bladder Cancer","Black","mortalityRate",NA
2015,2,"Bladder Cancer","Hispanic","incidenceRate",NA
2015,2,"Bladder Cancer","Hispanic","mortalityRate",NA
2015,2,"Bladder Cancer","White","incidenceRate",NA
2015,2,"Bladder Cancer","White","mortalityRate",NA
2015,2,"Male Breast Cancer","All Races","incidenceRate",NA
2015,2,"Male Breast Cancer","All Races","mortalityRate",NA
2015,2,"Male Breast Cancer","Native American","incidenceRate",NA
2015,2,"Male Breast Cancer","Native American","mortalityRate",NA
2015,2,"Male Breast Cancer","Asian","incidenceRate",NA
2015,2,"Male Breast Cancer","Asian","mortalityRate",NA
2015,2,"Male Breast Cancer","Black","incidenceRate",NA
2015,2,"Male Breast Cancer","Black","mortalityRate",NA
2015,2,"Male Breast Cancer","Hispanic","incidenceRate",NA
2015,2,"Male Breast Cancer","Hispanic","mortalityRate",NA
2015,2,"Male Breast Cancer","White","incidenceRate",NA
2015,2,"Male Breast Cancer","White","mortalityRate",NA
2015,2,"Prostate Cancer","All Races","incidenceRate",NA
2015,2,"Prostate Cancer","All Races","mortalityRate",NA
2015,2,"Prostate Cancer","Native American","incidenceRate",NA
2015,2,"Prostate Cancer","Native American","mortalityRate",NA
2015,2,"Prostate Cancer","Asian","incidenceRate",NA
2015,2,"Prostate Cancer","Asian","mortalityRate",NA
2015,2,"Prostate Cancer","Black","incidenceRate",NA
2015,2,"Prostate Cancer","Black","mortalityRate",NA
2015,2,"Prostate Cancer","Hispanic","incidenceRate",NA
2015,2,"Prostate Cancer","Hispanic","mortalityRate",NA
2015,2,"Prostate Cancer","White","incidenceRate",NA
2015,2,"Prostate Cancer","White","mortalityRate",NA
2015,2,"Testicular Cancer","All Races","incidenceRate",NA
2015,2,"Testicular Cancer","All Races","mortalityRate",NA
2015,2,"Testicular Cancer","Native American","incidenceRate",NA
2015,2,"Testicular Cancer","Native American","mortalityRate",NA
2015,2,"Testicular Cancer","Asian","incidenceRate",NA
2015,2,"Testicular Cancer","Asian","mortalityRate",NA
2015,2,"Testicular Cancer","Black","incidenceRate",NA
2015,2,"Testicular Cancer","Black","mortalityRate",NA
2015,2,"Testicular Cancer","Hispanic","incidenceRate",NA
2015,2,"Testicular Cancer","Hispanic","mortalityRate",NA
2015,2,"Testicular Cancer","White","incidenceRate",NA
2015,2,"Testicular Cancer","White","mortalityRate",NA
2015,3,"All Cancers","All Races","incidenceRate",NA
2015,3,"All Cancers","All Races","mortalityRate",NA
2015,3,"All Cancers","Native American","incidenceRate",NA
2015,3,"All Cancers","Native American","mortalityRate",NA
2015,3,"All Cancers","Asian","incidenceRate",NA
2015,3,"All Cancers","Asian","mortalityRate",NA
2015,3,"All Cancers","Black","incidenceRate",NA
2015,3,"All Cancers","Black","mortalityRate",NA
2015,3,"All Cancers","Hispanic","incidenceRate",NA
2015,3,"All Cancers","Hispanic","mortalityRate",NA
2015,3,"All Cancers","White","incidenceRate",NA
2015,3,"All Cancers","White","mortalityRate",NA
2015,3,"Brain Cancer","All Races","incidenceRate",NA
2015,3,"Brain Cancer","All Races","mortalityRate",NA
2015,3,"Brain Cancer","Native American","incidenceRate",NA
2015,3,"Brain Cancer","Native American","mortalityRate",NA
2015,3,"Brain Cancer","Asian","incidenceRate",NA
2015,3,"Brain Cancer","Asian","mortalityRate",NA
2015,3,"Brain Cancer","Black","incidenceRate",NA
2015,3,"Brain Cancer","Black","mortalityRate",NA
2015,3,"Brain Cancer","Hispanic","incidenceRate",NA
2015,3,"Brain Cancer","Hispanic","mortalityRate",NA
2015,3,"Brain Cancer","White","incidenceRate",NA
2015,3,"Brain Cancer","White","mortalityRate",NA
2015,3,"Cervical Cancer","All Races","incidenceRate",NA
2015,3,"Cervical Cancer","All Races","mortalityRate",NA
2015,3,"Cervical Cancer","Native American","incidenceRate",NA
2015,3,"Cervical Cancer","Native American","mortalityRate",NA
2015,3,"Cervical Cancer","Asian","incidenceRate",NA
2015,3,"Cervical Cancer","Asian","mortalityRate",NA
2015,3,"Cervical Cancer","Black","incidenceRate",NA
2015,3,"Cervical Cancer","Black","mortalityRate",NA
2015,3,"Cervical Cancer","Hispanic","incidenceRate",NA
2015,3,"Cervical Cancer","Hispanic","mortalityRate",NA
2015,3,"Cervical Cancer","White","incidenceRate",NA
2015,3,"Cervical Cancer","White","mortalityRate",NA
2015,3,"Colorectal Cancer","All Races","incidenceRate",NA
2015,3,"Colorectal Cancer","All Races","mortalityRate",NA
2015,3,"Colorectal Cancer","Native American","incidenceRate",NA
2015,3,"Colorectal Cancer","Native American","mortalityRate",NA
2015,3,"Colorectal Cancer","Asian","incidenceRate",NA
2015,3,"Colorectal Cancer","Asian","mortalityRate",NA
2015,3,"Colorectal Cancer","Black","incidenceRate",NA
2015,3,"Colorectal Cancer","Black","mortalityRate",NA
2015,3,"Colorectal Cancer","Hispanic","incidenceRate",NA
2015,3,"Colorectal Cancer","Hispanic","mortalityRate",NA
2015,3,"Colorectal Cancer","White","incidenceRate",NA
2015,3,"Colorectal Cancer","White","mortalityRate",NA
2015,3,"Uterine Cancer","All Races","incidenceRate",NA
2015,3,"Uterine Cancer","All Races","mortalityRate",NA
2015,3,"Uterine Cancer","Native American","incidenceRate",NA
2015,3,"Uterine Cancer","Native American","mortalityRate",NA
2015,3,"Uterine Cancer","Asian","incidenceRate",NA
2015,3,"Uterine Cancer","Asian","mortalityRate",NA
2015,3,"Uterine Cancer","Black","incidenceRate",NA
2015,3,"Uterine Cancer","Black","mortalityRate",NA
2015,3,"Uterine Cancer","Hispanic","incidenceRate",NA
2015,3,"Uterine Cancer","Hispanic","mortalityRate",NA
2015,3,"Uterine Cancer","White","incidenceRate",NA
2015,3,"Uterine Cancer","White","mortalityRate",NA
2015,3,"Esophageal Cancer","All Races","incidenceRate",NA
2015,3,"Esophageal Cancer","All Races","mortalityRate",NA
2015,3,"Esophageal Cancer","Native American","incidenceRate",NA
2015,3,"Esophageal Cancer","Native American","mortalityRate",NA
2015,3,"Esophageal Cancer","Asian","incidenceRate",NA
2015,3,"Esophageal Cancer","Asian","mortalityRate",NA
2015,3,"Esophageal Cancer","Black","incidenceRate",NA
2015,3,"Esophageal Cancer","Black","mortalityRate",NA
2015,3,"Esophageal Cancer","Hispanic","incidenceRate",NA
2015,3,"Esophageal Cancer","Hispanic","mortalityRate",NA
2015,3,"Esophageal Cancer","White","incidenceRate",NA
2015,3,"Esophageal Cancer","White","mortalityRate",NA
2015,3,"Female Breast Cancer","All Races","incidenceRate",NA
2015,3,"Female Breast Cancer","All Races","mortalityRate",NA
2015,3,"Female Breast Cancer","Native American","incidenceRate",NA
2015,3,"Female Breast Cancer","Native American","mortalityRate",NA
2015,3,"Female Breast Cancer","Asian","incidenceRate",NA
2015,3,"Female Breast Cancer","Asian","mortalityRate",NA
2015,3,"Female Breast Cancer","Black","incidenceRate",NA
2015,3,"Female Breast Cancer","Black","mortalityRate",NA
2015,3,"Female Breast Cancer","Hispanic","incidenceRate",NA
2015,3,"Female Breast Cancer","Hispanic","mortalityRate",NA
2015,3,"Female Breast Cancer","White","incidenceRate",NA
2015,3,"Female Breast Cancer","White","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","All Races","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","All Races","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","Native American","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","Native American","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","Asian","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","Asian","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","Black","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","Black","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","Hispanic","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","Hispanic","mortalityRate",NA
2015,3,"Hodgkin Lymphoma","White","incidenceRate",NA
2015,3,"Hodgkin Lymphoma","White","mortalityRate",NA
2015,3,"Kaposi Sarcoma","All Races","incidenceRate",NA
2015,3,"Kaposi Sarcoma","All Races","mortalityRate",NA
2015,3,"Kaposi Sarcoma","Native American","incidenceRate",NA
2015,3,"Kaposi Sarcoma","Native American","mortalityRate",NA
2015,3,"Kaposi Sarcoma","Asian","incidenceRate",NA
2015,3,"Kaposi Sarcoma","Asian","mortalityRate",NA
2015,3,"Kaposi Sarcoma","Black","incidenceRate",NA
2015,3,"Kaposi Sarcoma","Black","mortalityRate",NA
2015,3,"Kaposi Sarcoma","Hispanic","incidenceRate",NA
2015,3,"Kaposi Sarcoma","Hispanic","mortalityRate",NA
2015,3,"Kaposi Sarcoma","White","incidenceRate",NA
2015,3,"Kaposi Sarcoma","White","mortalityRate",NA
2015,3,"Kidney Cancer","All Races","incidenceRate",NA
2015,3,"Kidney Cancer","All Races","mortalityRate",NA
2015,3,"Kidney Cancer","Native American","incidenceRate",NA
2015,3,"Kidney Cancer","Native American","mortalityRate",NA
2015,3,"Kidney Cancer","Asian","incidenceRate",NA
2015,3,"Kidney Cancer","Asian","mortalityRate",NA
2015,3,"Kidney Cancer","Black","incidenceRate",NA
2015,3,"Kidney Cancer","Black","mortalityRate",NA
2015,3,"Kidney Cancer","Hispanic","incidenceRate",NA
2015,3,"Kidney Cancer","Hispanic","mortalityRate",NA
2015,3,"Kidney Cancer","White","incidenceRate",NA
2015,3,"Kidney Cancer","White","mortalityRate",NA
2015,3,"Laryngeal Cancer","All Races","incidenceRate",NA
2015,3,"Laryngeal Cancer","All Races","mortalityRate",NA
2015,3,"Laryngeal Cancer","Native American","incidenceRate",NA
2015,3,"Laryngeal Cancer","Native American","mortalityRate",NA
2015,3,"Laryngeal Cancer","Asian","incidenceRate",NA
2015,3,"Laryngeal Cancer","Asian","mortalityRate",NA
2015,3,"Laryngeal Cancer","Black","incidenceRate",NA
2015,3,"Laryngeal Cancer","Black","mortalityRate",NA
2015,3,"Laryngeal Cancer","Hispanic","incidenceRate",NA
2015,3,"Laryngeal Cancer","Hispanic","mortalityRate",NA
2015,3,"Laryngeal Cancer","White","incidenceRate",NA
2015,3,"Laryngeal Cancer","White","mortalityRate",NA
2015,3,"Leukemia","All Races","incidenceRate",NA
2015,3,"Leukemia","All Races","mortalityRate",NA
2015,3,"Leukemia","Native American","incidenceRate",NA
2015,3,"Leukemia","Native American","mortalityRate",NA
2015,3,"Leukemia","Asian","incidenceRate",NA
2015,3,"Leukemia","Asian","mortalityRate",NA
2015,3,"Leukemia","Black","incidenceRate",NA
2015,3,"Leukemia","Black","mortalityRate",NA
2015,3,"Leukemia","Hispanic","incidenceRate",NA
2015,3,"Leukemia","Hispanic","mortalityRate",NA
2015,3,"Leukemia","White","incidenceRate",NA
2015,3,"Leukemia","White","mortalityRate",NA
2015,3,"Liver Cancer","All Races","incidenceRate",NA
2015,3,"Liver Cancer","All Races","mortalityRate",NA
2015,3,"Liver Cancer","Native American","incidenceRate",NA
2015,3,"Liver Cancer","Native American","mortalityRate",NA
2015,3,"Liver Cancer","Asian","incidenceRate",NA
2015,3,"Liver Cancer","Asian","mortalityRate",NA
2015,3,"Liver Cancer","Black","incidenceRate",NA
2015,3,"Liver Cancer","Black","mortalityRate",NA
2015,3,"Liver Cancer","Hispanic","incidenceRate",NA
2015,3,"Liver Cancer","Hispanic","mortalityRate",NA
2015,3,"Liver Cancer","White","incidenceRate",NA
2015,3,"Liver Cancer","White","mortalityRate",NA
2015,3,"Lung Cancer","All Races","incidenceRate",NA
2015,3,"Lung Cancer","All Races","mortalityRate",NA
2015,3,"Lung Cancer","Native American","incidenceRate",NA
2015,3,"Lung Cancer","Native American","mortalityRate",NA
2015,3,"Lung Cancer","Asian","incidenceRate",NA
2015,3,"Lung Cancer","Asian","mortalityRate",NA
2015,3,"Lung Cancer","Black","incidenceRate",NA
2015,3,"Lung Cancer","Black","mortalityRate",NA
2015,3,"Lung Cancer","Hispanic","incidenceRate",NA
2015,3,"Lung Cancer","Hispanic","mortalityRate",NA
2015,3,"Lung Cancer","White","incidenceRate",NA
2015,3,"Lung Cancer","White","mortalityRate",NA
2015,3,"Melanoma","All Races","incidenceRate",NA
2015,3,"Melanoma","All Races","mortalityRate",NA
2015,3,"Melanoma","Native American","incidenceRate",NA
2015,3,"Melanoma","Native American","mortalityRate",NA
2015,3,"Melanoma","Asian","incidenceRate",NA
2015,3,"Melanoma","Asian","mortalityRate",NA
2015,3,"Melanoma","Black","incidenceRate",NA
2015,3,"Melanoma","Black","mortalityRate",NA
2015,3,"Melanoma","Hispanic","incidenceRate",NA
2015,3,"Melanoma","Hispanic","mortalityRate",NA
2015,3,"Melanoma","White","incidenceRate",NA
2015,3,"Melanoma","White","mortalityRate",NA
2015,3,"Mesothelioma","All Races","incidenceRate",NA
2015,3,"Mesothelioma","All Races","mortalityRate",NA
2015,3,"Mesothelioma","Native American","incidenceRate",NA
2015,3,"Mesothelioma","Native American","mortalityRate",NA
2015,3,"Mesothelioma","Asian","incidenceRate",NA
2015,3,"Mesothelioma","Asian","mortalityRate",NA
2015,3,"Mesothelioma","Black","incidenceRate",NA
2015,3,"Mesothelioma","Black","mortalityRate",NA
2015,3,"Mesothelioma","Hispanic","incidenceRate",NA
2015,3,"Mesothelioma","Hispanic","mortalityRate",NA
2015,3,"Mesothelioma","White","incidenceRate",NA
2015,3,"Mesothelioma","White","mortalityRate",NA
2015,3,"Myeloma","All Races","incidenceRate",NA
2015,3,"Myeloma","All Races","mortalityRate",NA
2015,3,"Myeloma","Native American","incidenceRate",NA
2015,3,"Myeloma","Native American","mortalityRate",NA
2015,3,"Myeloma","Asian","incidenceRate",NA
2015,3,"Myeloma","Asian","mortalityRate",NA
2015,3,"Myeloma","Black","incidenceRate",NA
2015,3,"Myeloma","Black","mortalityRate",NA
2015,3,"Myeloma","Hispanic","incidenceRate",NA
2015,3,"Myeloma","Hispanic","mortalityRate",NA
2015,3,"Myeloma","White","incidenceRate",NA
2015,3,"Myeloma","White","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","All Races","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","All Races","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","Native American","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","Native American","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","Asian","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","Asian","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","Black","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","Black","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","Hispanic","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","Hispanic","mortalityRate",NA
2015,3,"Non-Hodgkin Lymphoma","White","incidenceRate",NA
2015,3,"Non-Hodgkin Lymphoma","White","mortalityRate",NA
2015,3,"Oral Cancer","All Races","incidenceRate",NA
2015,3,"Oral Cancer","All Races","mortalityRate",NA
2015,3,"Oral Cancer","Native American","incidenceRate",NA
2015,3,"Oral Cancer","Native American","mortalityRate",NA
2015,3,"Oral Cancer","Asian","incidenceRate",NA
2015,3,"Oral Cancer","Asian","mortalityRate",NA
2015,3,"Oral Cancer","Black","incidenceRate",NA
2015,3,"Oral Cancer","Black","mortalityRate",NA
2015,3,"Oral Cancer","Hispanic","incidenceRate",NA
2015,3,"Oral Cancer","Hispanic","mortalityRate",NA
2015,3,"Oral Cancer","White","incidenceRate",NA
2015,3,"Oral Cancer","White","mortalityRate",NA
2015,3,"Ovarian Cancer","All Races","incidenceRate",NA
2015,3,"Ovarian Cancer","All Races","mortalityRate",NA
2015,3,"Ovarian Cancer","Native American","incidenceRate",NA
2015,3,"Ovarian Cancer","Native American","mortalityRate",NA
2015,3,"Ovarian Cancer","Asian","incidenceRate",NA
2015,3,"Ovarian Cancer","Asian","mortalityRate",NA
2015,3,"Ovarian Cancer","Black","incidenceRate",NA
2015,3,"Ovarian Cancer","Black","mortalityRate",NA
2015,3,"Ovarian Cancer","Hispanic","incidenceRate",NA
2015,3,"Ovarian Cancer","Hispanic","mortalityRate",NA
2015,3,"Ovarian Cancer","White","incidenceRate",NA
2015,3,"Ovarian Cancer","White","mortalityRate",NA
2015,3,"Pancreatic Cancer","All Races","incidenceRate",NA
2015,3,"Pancreatic Cancer","All Races","mortalityRate",NA
2015,3,"Pancreatic Cancer","Native American","incidenceRate",NA
2015,3,"Pancreatic Cancer","Native American","mortalityRate",NA
2015,3,"Pancreatic Cancer","Asian","incidenceRate",NA
2015,3,"Pancreatic Cancer","Asian","mortalityRate",NA
2015,3,"Pancreatic Cancer","Black","incidenceRate",NA
2015,3,"Pancreatic Cancer","Black","mortalityRate",NA
2015,3,"Pancreatic Cancer","Hispanic","incidenceRate",NA
2015,3,"Pancreatic Cancer","Hispanic","mortalityRate",NA
2015,3,"Pancreatic Cancer","White","incidenceRate",NA
2015,3,"Pancreatic Cancer","White","mortalityRate",NA
2015,3,"Stomach Cancer","All Races","incidenceRate",NA
2015,3,"Stomach Cancer","All Races","mortalityRate",NA
2015,3,"Stomach Cancer","Native American","incidenceRate",NA
2015,3,"Stomach Cancer","Native American","mortalityRate",NA
2015,3,"Stomach Cancer","Asian","incidenceRate",NA
2015,3,"Stomach Cancer","Asian","mortalityRate",NA
2015,3,"Stomach Cancer","Black","incidenceRate",NA
2015,3,"Stomach Cancer","Black","mortalityRate",NA
2015,3,"Stomach Cancer","Hispanic","incidenceRate",NA
2015,3,"Stomach Cancer","Hispanic","mortalityRate",NA
2015,3,"Stomach Cancer","White","incidenceRate",NA
2015,3,"Stomach Cancer","White","mortalityRate",NA
2015,3,"Thyroid Cancer","All Races","incidenceRate",NA
2015,3,"Thyroid Cancer","All Races","mortalityRate",NA
2015,3,"Thyroid Cancer","Native American","incidenceRate",NA
2015,3,"Thyroid Cancer","Native American","mortalityRate",NA
2015,3,"Thyroid Cancer","Asian","incidenceRate",NA
2015,3,"Thyroid Cancer","Asian","mortalityRate",NA
2015,3,"Thyroid Cancer","Black","incidenceRate",NA
2015,3,"Thyroid Cancer","Black","mortalityRate",NA
2015,3,"Thyroid Cancer","Hispanic","incidenceRate",NA
2015,3,"Thyroid Cancer","Hispanic","mortalityRate",NA
2015,3,"Thyroid Cancer","White","incidenceRate",NA
2015,3,"Thyroid Cancer","White","mortalityRate",NA
2015,3,"Bladder Cancer","All Races","incidenceRate",NA
2015,3,"Bladder Cancer","All Races","mortalityRate",NA
2015,3,"Bladder Cancer","Native American","incidenceRate",NA
2015,3,"Bladder Cancer","Native American","mortalityRate",NA
2015,3,"Bladder Cancer","Asian","incidenceRate",NA
2015,3,"Bladder Cancer","Asian","mortalityRate",NA
2015,3,"Bladder Cancer","Black","incidenceRate",NA
2015,3,"Bladder Cancer","Black","mortalityRate",NA
2015,3,"Bladder Cancer","Hispanic","incidenceRate",NA
2015,3,"Bladder Cancer","Hispanic","mortalityRate",NA
2015,3,"Bladder Cancer","White","incidenceRate",NA
2015,3,"Bladder Cancer","White","mortalityRate",NA
2015,3,"Male Breast Cancer","All Races","incidenceRate",NA
2015,3,"Male Breast Cancer","All Races","mortalityRate",NA
2015,3,"Male Breast Cancer","Native American","incidenceRate",NA
2015,3,"Male Breast Cancer","Native American","mortalityRate",NA
2015,3,"Male Breast Cancer","Asian","incidenceRate",NA
2015,3,"Male Breast Cancer","Asian","mortalityRate",NA
2015,3,"Male Breast Cancer","Black","incidenceRate",NA
2015,3,"Male Breast Cancer","Black","mortalityRate",NA
2015,3,"Male Breast Cancer","Hispanic","incidenceRate",NA
2015,3,"Male Breast Cancer","Hispanic","mortalityRate",NA
2015,3,"Male Breast Cancer","White","incidenceRate",NA
2015,3,"Male Breast Cancer","White","mortalityRate",NA
2015,3,"Prostate Cancer","All Races","incidenceRate",NA
2015,3,"Prostate Cancer","All Races","mortalityRate",NA
2015,3,"Prostate Cancer","Native American","incidenceRate",NA
2015,3,"Prostate Cancer","Native American","mortalityRate",NA
2015,3,"Prostate Cancer","Asian","incidenceRate",NA
2015,3,"Prostate Cancer","Asian","mortalityRate",NA
2015,3,"Prostate Cancer","Black","incidenceRate",NA
2015,3,"Prostate Cancer","Black","mortalityRate",NA
2015,3,"Prostate Cancer","Hispanic","incidenceRate",NA
2015,3,"Prostate Cancer","Hispanic","mortalityRate",NA
2015,3,"Prostate Cancer","White","incidenceRate",NA
2015,3,"Prostate Cancer","White","mortalityRate",NA
2015,3,"Testicular Cancer","All Races","incidenceRate",NA
2015,3,"Testicular Cancer","All Races","mortalityRate",NA
2015,3,"Testicular Cancer","Native American","incidenceRate",NA
2015,3,"Testicular Cancer","Native American","mortalityRate",NA
2015,3,"Testicular Cancer","Asian","incidenceRate",NA
2015,3,"Testicular Cancer","Asian","mortalityRate",NA
2015,3,"Testicular Cancer","Black","incidenceRate",NA
2015,3,"Testicular Cancer","Black","mortalityRate",NA
2015,3,"Testicular Cancer","Hispanic","incidenceRate",NA
2015,3,"Testicular Cancer","Hispanic","mortalityRate",NA
2015,3,"Testicular Cancer","White","incidenceRate",NA
2015,3,"Testicular Cancer","White","mortalityRate",NA
2015,4,"All Cancers","All Races","incidenceRate",NA
2015,4,"All Cancers","All Races","mortalityRate",NA
2015,4,"All Cancers","Native American","incidenceRate",NA
2015,4,"All Cancers","Native American","mortalityRate",NA
2015,4,"All Cancers","Asian","incidenceRate",NA
2015,4,"All Cancers","Asian","mortalityRate",NA
2015,4,"All Cancers","Black","incidenceRate",NA
2015,4,"All Cancers","Black","mortalityRate",NA
2015,4,"All Cancers","Hispanic","incidenceRate",NA
2015,4,"All Cancers","Hispanic","mortalityRate",NA
2015,4,"All Cancers","White","incidenceRate",NA
2015,4,"All Cancers","White","mortalityRate",NA
2015,4,"Brain Cancer","All Races","incidenceRate",NA
2015,4,"Brain Cancer","All Races","mortalityRate",NA
2015,4,"Brain Cancer","Native American","incidenceRate",NA
2015,4,"Brain Cancer","Native American","mortalityRate",NA
2015,4,"Brain Cancer","Asian","incidenceRate",NA
2015,4,"Brain Cancer","Asian","mortalityRate",NA
2015,4,"Brain Cancer","Black","incidenceRate",NA
2015,4,"Brain Cancer","Black","mortalityRate",NA
2015,4,"Brain Cancer","Hispanic","incidenceRate",NA
2015,4,"Brain Cancer","Hispanic","mortalityRate",NA
2015,4,"Brain Cancer","White","incidenceRate",NA
2015,4,"Brain Cancer","White","mortalityRate",NA
2015,4,"Cervical Cancer","All Races","incidenceRate",NA
2015,4,"Cervical Cancer","All Races","mortalityRate",NA
2015,4,"Cervical Cancer","Native American","incidenceRate",NA
2015,4,"Cervical Cancer","Native American","mortalityRate",NA
2015,4,"Cervical Cancer","Asian","incidenceRate",NA
2015,4,"Cervical Cancer","Asian","mortalityRate",NA
2015,4,"Cervical Cancer","Black","incidenceRate",NA
2015,4,"Cervical Cancer","Black","mortalityRate",NA
2015,4,"Cervical Cancer","Hispanic","incidenceRate",NA
2015,4,"Cervical Cancer","Hispanic","mortalityRate",NA
2015,4,"Cervical Cancer","White","incidenceRate",NA
2015,4,"Cervical Cancer","White","mortalityRate",NA
2015,4,"Colorectal Cancer","All Races","incidenceRate",NA
2015,4,"Colorectal Cancer","All Races","mortalityRate",NA
2015,4,"Colorectal Cancer","Native American","incidenceRate",NA
2015,4,"Colorectal Cancer","Native American","mortalityRate",NA
2015,4,"Colorectal Cancer","Asian","incidenceRate",NA
2015,4,"Colorectal Cancer","Asian","mortalityRate",NA
2015,4,"Colorectal Cancer","Black","incidenceRate",NA
2015,4,"Colorectal Cancer","Black","mortalityRate",NA
2015,4,"Colorectal Cancer","Hispanic","incidenceRate",NA
2015,4,"Colorectal Cancer","Hispanic","mortalityRate",NA
2015,4,"Colorectal Cancer","White","incidenceRate",NA
2015,4,"Colorectal Cancer","White","mortalityRate",NA
2015,4,"Uterine Cancer","All Races","incidenceRate",NA
2015,4,"Uterine Cancer","All Races","mortalityRate",NA
2015,4,"Uterine Cancer","Native American","incidenceRate",NA
2015,4,"Uterine Cancer","Native American","mortalityRate",NA
2015,4,"Uterine Cancer","Asian","incidenceRate",NA
2015,4,"Uterine Cancer","Asian","mortalityRate",NA
2015,4,"Uterine Cancer","Black","incidenceRate",NA
2015,4,"Uterine Cancer","Black","mortalityRate",NA
2015,4,"Uterine Cancer","Hispanic","incidenceRate",NA
2015,4,"Uterine Cancer","Hispanic","mortalityRate",NA
2015,4,"Uterine Cancer","White","incidenceRate",NA
2015,4,"Uterine Cancer","White","mortalityRate",NA
2015,4,"Esophageal Cancer","All Races","incidenceRate",NA
2015,4,"Esophageal Cancer","All Races","mortalityRate",NA
2015,4,"Esophageal Cancer","Native American","incidenceRate",NA
2015,4,"Esophageal Cancer","Native American","mortalityRate",NA
2015,4,"Esophageal Cancer","Asian","incidenceRate",NA
2015,4,"Esophageal Cancer","Asian","mortalityRate",NA
2015,4,"Esophageal Cancer","Black","incidenceRate",NA
2015,4,"Esophageal Cancer","Black","mortalityRate",NA
